抓取日期,社會住宅,遞補類型,房型,戶別,已遞補人數,已放棄人數,待遞補人數,名冊總人數,實際放棄率
2026-07-13,東區恊園,隨到隨辦,二房型,一般戶,0,1,53,54,1.0
2026-07-14,東區恊園,隨到隨辦,二房型,一般戶,0,1,53,54,1.0
2026-07-15,東區恊園,隨到隨辦,二房型,一般戶,1,2,51,54,0.6666666666666666
2026-07-16,東區恊園,隨到隨辦,二房型,一般戶,1,2,51,54,0.6666666666666666
2026-07-17,東區恊園,隨到隨辦,二房型,一般戶,1,2,58,61,0.6666666666666666
2026-07-18,東區恊園,隨到隨辦,二房型,一般戶,1,2,58,61,0.6666666666666666
2026-07-19,東區恊園,隨到隨辦,二房型,一般戶,1,2,58,61,0.6666666666666666
2026-07-20,東區恊園,隨到隨辦,二房型,一般戶,1,2,62,65,0.6666666666666666
2026-07-21,東區恊園,隨到隨辦,二房型,一般戶,1,2,62,65,0.6666666666666666
2026-07-22,東區恊園,隨到隨辦,二房型,一般戶,1,2,66,69,0.6666666666666666
2026-07-23,東區恊園,隨到隨辦,二房型,一般戶,1,2,66,69,0.6666666666666666
2026-06-22,東區恊園,隨到隨辦,二房型,關懷戶,0,0,2,2,
2026-06-23,東區恊園,隨到隨辦,二房型,關懷戶,0,0,2,2,
2026-06-24,東區恊園,隨到隨辦,二房型,關懷戶,0,0,9,9,
2026-07-09,東區恊園,隨到隨辦,二房型,關懷戶,0,0,46,46,
2026-07-10,東區恊園,隨到隨辦,二房型,關懷戶,0,0,46,46,
2026-07-11,東區恊園,隨到隨辦,二房型,關懷戶,0,0,46,46,
2026-07-12,東區恊園,隨到隨辦,二房型,關懷戶,0,0,46,46,
2026-07-13,東區恊園,隨到隨辦,二房型,關懷戶,0,0,46,46,
2026-07-14,東區恊園,隨到隨辦,二房型,關懷戶,0,0,46,46,
2026-07-15,東區恊園,隨到隨辦,二房型,關懷戶,0,0,46,46,
2026-07-16,東區恊園,隨到隨辦,二房型,關懷戶,0,0,50,50,
2026-07-17,東區恊園,隨到隨辦,二房型,關懷戶,0,0,55,55,
2026-07-18,東區恊園,隨到隨辦,二房型,關懷戶,0,0,55,55,
2026-07-19,東區恊園,隨到隨辦,二房型,關懷戶,0,0,55,55,
2026-07-20,東區恊園,隨到隨辦,二房型,關懷戶,0,0,56,56,
2026-07-21,東區恊園,隨到隨辦,二房型,關懷戶,0,0,56,56,
2026-07-22,東區恊園,隨到隨辦,二房型,關懷戶,0,0,61,61,
2026-07-23,東區恊園,隨到隨辦,二房型,關懷戶,0,0,61,61,
2026-06-22,梧棲三民,隨到隨辦,一房型,一般戶,530,181,11,722,0.2545710267229255
2026-06-23,梧棲三民,隨到隨辦,一房型,一般戶,530,181,11,722,0.2545710267229255
2026-06-24,梧棲三民,隨到隨辦,一房型,一般戶,531,181,13,725,0.2542134831460674
2026-07-09,梧棲三民,隨到隨辦,一房型,一般戶,541,182,3,726,0.2517289073305671
2026-07-10,梧棲三民,隨到隨辦,一房型,一般戶,540,183,3,726,0.2531120331950207
2026-07-11,梧棲三民,隨到隨辦,一房型,一般戶,539,184,3,726,0.2544951590594744
2026-07-12,梧棲三民,隨到隨辦,一房型,一般戶,539,184,3,726,0.2544951590594744
2026-07-13,梧棲三民,隨到隨辦,一房型,一般戶,539,184,5,728,0.2544951590594744
2026-07-14,梧棲三民,隨到隨辦,一房型,一般戶,539,184,5,728,0.2544951590594744
2026-07-15,梧棲三民,隨到隨辦,一房型,一般戶,539,184,6,729,0.2544951590594744
2026-07-16,梧棲三民,隨到隨辦,一房型,一般戶,541,184,7,732,0.2537931034482759
2026-07-17,梧棲三民,隨到隨辦,一房型,一般戶,541,184,7,732,0.2537931034482759
2026-07-18,梧棲三民,隨到隨辦,一房型,一般戶,541,184,7,732,0.2537931034482759
2026-07-19,梧棲三民,隨到隨辦,一房型,一般戶,541,184,7,732,0.2537931034482759
2026-07-20,梧棲三民,隨到隨辦,一房型,一般戶,540,184,7,731,0.2541436464088398
2026-07-21,梧棲三民,隨到隨辦,一房型,一般戶,539,185,9,733,0.255524861878453
2026-07-22,梧棲三民,隨到隨辦,一房型,一般戶,539,185,10,734,0.255524861878453
2026-07-23,梧棲三民,隨到隨辦,一房型,一般戶,539,185,10,734,0.255524861878453
2026-06-22,梧棲三民,隨到隨辦,一房型,關懷戶,262,52,9,323,0.1656050955414012
2026-06-23,梧棲三民,隨到隨辦,一房型,關懷戶,262,52,9,323,0.1656050955414012
2026-06-24,梧棲三民,隨到隨辦,一房型,關懷戶,260,52,11,323,0.1666666666666666
2026-07-09,梧棲三民,隨到隨辦,一房型,關懷戶,269,53,5,327,0.1645962732919254
2026-07-10,梧棲三民,隨到隨辦,一房型,關懷戶,270,53,5,328,0.1640866873065015
2026-07-11,梧棲三民,隨到隨辦,一房型,關懷戶,269,53,5,327,0.1645962732919254
2026-07-12,梧棲三民,隨到隨辦,一房型,關懷戶,269,53,5,327,0.1645962732919254
2026-07-13,梧棲三民,隨到隨辦,一房型,關懷戶,268,53,5,326,0.1651090342679127
2026-07-14,梧棲三民,隨到隨辦,一房型,關懷戶,267,53,5,325,0.165625
2026-07-15,梧棲三民,隨到隨辦,一房型,關懷戶,266,53,6,325,0.1661442006269592
2026-07-16,梧棲三民,隨到隨辦,一房型,關懷戶,268,53,7,328,0.1651090342679127
2026-07-17,梧棲三民,隨到隨辦,一房型,關懷戶,268,53,7,328,0.1651090342679127
2026-07-18,梧棲三民,隨到隨辦,一房型,關懷戶,268,53,8,329,0.1651090342679127
2026-07-19,梧棲三民,隨到隨辦,一房型,關懷戶,267,53,8,328,0.165625
2026-07-20,梧棲三民,隨到隨辦,一房型,關懷戶,267,53,8,328,0.165625
2026-07-21,梧棲三民,隨到隨辦,一房型,關懷戶,267,53,10,330,0.165625
2026-07-22,梧棲三民,隨到隨辦,一房型,關懷戶,267,53,10,330,0.165625
2026-07-23,梧棲三民,隨到隨辦,一房型,關懷戶,267,53,11,331,0.165625
2026-06-22,梧棲三民,隨到隨辦,三房型,一般戶,25,16,28,69,0.3902439024390244
2026-06-23,梧棲三民,隨到隨辦,三房型,一般戶,25,16,28,69,0.3902439024390244
2026-06-24,梧棲三民,隨到隨辦,三房型,一般戶,25,16,28,69,0.3902439024390244
2026-07-09,梧棲三民,隨到隨辦,三房型,一般戶,26,16,27,69,0.3809523809523809
2026-07-10,梧棲三民,隨到隨辦,三房型,一般戶,26,16,27,69,0.3809523809523809
2026-07-11,梧棲三民,隨到隨辦,三房型,一般戶,26,16,27,69,0.3809523809523809
2026-07-12,梧棲三民,隨到隨辦,三房型,一般戶,26,16,27,69,0.3809523809523809
2026-07-13,梧棲三民,隨到隨辦,三房型,一般戶,26,16,27,69,0.3809523809523809
2026-07-14,梧棲三民,隨到隨辦,三房型,一般戶,26,16,27,69,0.3809523809523809
2026-07-15,梧棲三民,隨到隨辦,三房型,一般戶,26,16,27,69,0.3809523809523809
2026-07-16,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.3720930232558139
2026-07-17,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.3720930232558139
2026-07-18,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.3720930232558139
2026-07-19,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.3720930232558139
2026-07-20,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.3720930232558139
2026-07-21,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.3720930232558139
2026-07-22,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.3720930232558139
2026-07-23,梧棲三民,隨到隨辦,三房型,一般戶,27,16,27,70,0.37209302325581395
2026-06-22,梧棲三民,隨到隨辦,三房型,關懷戶,37,39,78,154,0.5131578947368421
2026-06-23,梧棲三民,隨到隨辦,三房型,關懷戶,37,39,78,154,0.5131578947368421
2026-06-24,梧棲三民,隨到隨辦,三房型,關懷戶,37,39,78,154,0.5131578947368421
2026-07-09,梧棲三民,隨到隨辦,三房型,關懷戶,37,39,80,156,0.5131578947368421
2026-07-10,梧棲三民,隨到隨辦,三房型,關懷戶,37,39,80,156,0.5131578947368421
2026-07-11,梧棲三民,隨到隨辦,三房型,關懷戶,36,40,80,156,0.5263157894736842
2026-07-12,梧棲三民,隨到隨辦,三房型,關懷戶,36,40,80,156,0.5263157894736842
2026-07-13,梧棲三民,隨到隨辦,三房型,關懷戶,36,40,80,156,0.5263157894736842
2026-07-14,梧棲三民,隨到隨辦,三房型,關懷戶,36,40,81,157,0.5263157894736842
2026-07-15,梧棲三民,隨到隨辦,三房型,關懷戶,36,40,81,157,0.5263157894736842
2026-07-16,梧棲三民,隨到隨辦,三房型,關懷戶,38,40,81,159,0.5128205128205128
2026-07-17,梧棲三民,隨到隨辦,三房型,關懷戶,38,40,81,159,0.5128205128205128
2026-07-18,梧棲三民,隨到隨辦,三房型,關懷戶,38,40,81,159,0.5128205128205128
2026-07-19,梧棲三民,隨到隨辦,三房型,關懷戶,38,41,80,159,0.5189873417721519
2026-07-20,梧棲三民,隨到隨辦,三房型,關懷戶,38,41,80,159,0.5189873417721519
2026-07-21,梧棲三民,隨到隨辦,三房型,關懷戶,38,41,80,159,0.5189873417721519
2026-07-22,梧棲三民,隨到隨辦,三房型,關懷戶,38,41,80,159,0.5189873417721519
2026-07-23,梧棲三民,隨到隨辦,三房型,關懷戶,38,41,80,159,0.5189873417721519
2026-06-22,梧棲三民,隨到隨辦,二房型,一般戶,186,75,35,296,0.2873563218390804
2026-06-23,梧棲三民,隨到隨辦,二房型,一般戶,186,75,35,296,0.2873563218390804
2026-06-24,梧棲三民,隨到隨辦,二房型,一般戶,186,75,35,296,0.2873563218390804
2026-07-09,梧棲三民,隨到隨辦,二房型,一般戶,190,76,31,297,0.2857142857142857
2026-07-10,梧棲三民,隨到隨辦,二房型,一般戶,190,76,31,297,0.2857142857142857
2026-07-11,梧棲三民,隨到隨辦,二房型,一般戶,190,76,31,297,0.2857142857142857
2026-07-12,梧棲三民,隨到隨辦,二房型,一般戶,190,76,31,297,0.2857142857142857
2026-07-13,梧棲三民,隨到隨辦,二房型,一般戶,190,76,31,297,0.2857142857142857
2026-07-14,梧棲三民,隨到隨辦,二房型,一般戶,190,76,32,298,0.2857142857142857
2026-07-15,梧棲三民,隨到隨辦,二房型,一般戶,190,76,32,298,0.2857142857142857
2026-07-16,梧棲三民,隨到隨辦,二房型,一般戶,193,76,32,301,0.2825278810408922
2026-07-17,梧棲三民,隨到隨辦,二房型,一般戶,193,76,32,301,0.2825278810408922
2026-07-18,梧棲三民,隨到隨辦,二房型,一般戶,193,76,32,301,0.2825278810408922
2026-07-19,梧棲三民,隨到隨辦,二房型,一般戶,193,76,32,301,0.2825278810408922
2026-07-20,梧棲三民,隨到隨辦,二房型,一般戶,193,76,32,301,0.2825278810408922
2026-07-21,梧棲三民,隨到隨辦,二房型,一般戶,193,76,34,303,0.2825278810408922
2026-07-22,梧棲三民,隨到隨辦,二房型,一般戶,192,77,35,304,0.2862453531598513
2026-07-23,梧棲三民,隨到隨辦,二房型,一般戶,192,77,35,304,0.2862453531598513
2026-06-22,梧棲三民,隨到隨辦,二房型,關懷戶,138,42,42,222,0.2333333333333333
2026-06-23,梧棲三民,隨到隨辦,二房型,關懷戶,138,42,42,222,0.2333333333333333
2026-06-24,梧棲三民,隨到隨辦,二房型,關懷戶,137,42,43,222,0.2346368715083799
2026-07-09,梧棲三民,隨到隨辦,二房型,關懷戶,140,43,43,226,0.2349726775956284
2026-07-10,梧棲三民,隨到隨辦,二房型,關懷戶,140,43,45,228,0.2349726775956284
2026-07-11,梧棲三民,隨到隨辦,二房型,關懷戶,139,43,45,227,0.2362637362637362
2026-07-12,梧棲三民,隨到隨辦,二房型,關懷戶,139,43,45,227,0.2362637362637362
2026-07-13,梧棲三民,隨到隨辦,二房型,關懷戶,139,43,45,227,0.2362637362637362
2026-07-14,梧棲三民,隨到隨辦,二房型,關懷戶,139,43,45,227,0.2362637362637362
2026-07-15,梧棲三民,隨到隨辦,二房型,關懷戶,139,43,45,227,0.2362637362637362
2026-07-16,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,45,230,0.2324324324324324
2026-07-17,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,48,233,0.2324324324324324
2026-07-18,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,48,233,0.2324324324324324
2026-07-19,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,48,233,0.2324324324324324
2026-07-20,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,48,233,0.2324324324324324
2026-07-21,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,48,233,0.2324324324324324
2026-07-22,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,48,233,0.2324324324324324
2026-07-23,梧棲三民,隨到隨辦,二房型,關懷戶,142,43,48,233,0.23243243243243245
2026-07-14,烏日高鐵,新案場招租,一房型,一般戶,0,0,321,321,
2026-07-15,烏日高鐵,新案場招租,一房型,一般戶,0,0,321,321,
2026-07-16,烏日高鐵,新案場招租,一房型,一般戶,0,0,321,321,
2026-07-14,烏日高鐵,新案場招租,一房型,關懷戶,0,0,59,59,
2026-07-15,烏日高鐵,新案場招租,一房型,關懷戶,0,0,59,59,
2026-07-16,烏日高鐵,新案場招租,一房型,關懷戶,0,0,59,59,
2026-07-14,烏日高鐵,新案場招租,三房型,一般戶,0,0,8,8,
2026-07-15,烏日高鐵,新案場招租,三房型,一般戶,0,0,8,8,
2026-07-16,烏日高鐵,新案場招租,三房型,一般戶,0,0,51,51,
2026-07-14,烏日高鐵,新案場招租,三房型,關懷戶,0,0,29,29,
2026-07-15,烏日高鐵,新案場招租,三房型,關懷戶,0,0,29,29,
2026-07-16,烏日高鐵,新案場招租,三房型,關懷戶,0,0,115,115,
2026-07-14,烏日高鐵,新案場招租,二房型,一般戶,0,0,40,40,
2026-07-15,烏日高鐵,新案場招租,二房型,一般戶,0,0,40,40,
2026-07-16,烏日高鐵,新案場招租,二房型,一般戶,0,0,145,145,
2026-07-14,烏日高鐵,新案場招租,二房型,關懷戶,0,0,45,45,
2026-07-15,烏日高鐵,新案場招租,二房型,關懷戶,0,0,45,45,
2026-07-16,烏日高鐵,新案場招租,二房型,關懷戶,0,0,79,79,
2026-06-22,西屯國安一期,新案場招租,一房型,一般戶,109,0,747,856,0.0
2026-06-23,西屯國安一期,新案場招租,一房型,一般戶,109,0,747,856,0.0
2026-06-24,西屯國安一期,新案場招租,一房型,一般戶,109,0,747,856,0.0
2026-07-09,西屯國安一期,新案場招租,一房型,一般戶,109,0,747,856,0.0
2026-07-10,西屯國安一期,新案場招租,一房型,一般戶,109,0,747,856,0.0
2026-06-22,西屯國安一期,新案場招租,一房型,關懷戶,82,0,61,143,0.0
2026-06-23,西屯國安一期,新案場招租,一房型,關懷戶,82,0,61,143,0.0
2026-06-24,西屯國安一期,新案場招租,一房型,關懷戶,82,0,61,143,0.0
2026-07-09,西屯國安一期,新案場招租,一房型,關懷戶,82,0,61,143,0.0
2026-07-10,西屯國安一期,新案場招租,一房型,關懷戶,82,0,61,143,0.0
2026-06-22,西屯國安一期,新案場招租,三房型,一般戶,28,0,24,52,0.0
2026-06-23,西屯國安一期,新案場招租,三房型,一般戶,28,0,24,52,0.0
2026-06-24,西屯國安一期,新案場招租,三房型,一般戶,28,0,24,52,0.0
2026-07-09,西屯國安一期,新案場招租,三房型,一般戶,28,0,24,52,0.0
2026-07-10,西屯國安一期,新案場招租,三房型,一般戶,28,0,24,52,0.0
2026-06-22,西屯國安一期,新案場招租,三房型,關懷戶,19,0,132,151,0.0
2026-06-23,西屯國安一期,新案場招租,三房型,關懷戶,19,0,132,151,0.0
2026-06-24,西屯國安一期,新案場招租,三房型,關懷戶,19,0,132,151,0.0
2026-07-09,西屯國安一期,新案場招租,三房型,關懷戶,19,0,132,151,0.0
2026-07-10,西屯國安一期,新案場招租,三房型,關懷戶,19,0,132,151,0.0
2026-06-22,西屯國安一期,新案場招租,二房型,一般戶,41,0,250,291,0.0
2026-06-23,西屯國安一期,新案場招租,二房型,一般戶,41,0,250,291,0.0
2026-06-24,西屯國安一期,新案場招租,二房型,一般戶,41,0,250,291,0.0
2026-07-09,西屯國安一期,新案場招租,二房型,一般戶,41,0,250,291,0.0
2026-07-10,西屯國安一期,新案場招租,二房型,一般戶,41,0,250,291,0.0
2026-06-22,西屯國安一期,新案場招租,二房型,關懷戶,39,0,130,169,0.0
2026-06-23,西屯國安一期,新案場招租,二房型,關懷戶,39,0,130,169,0.0
2026-06-24,西屯國安一期,新案場招租,二房型,關懷戶,39,0,130,169,0.0
2026-07-09,西屯國安一期,新案場招租,二房型,關懷戶,39,0,130,169,0.0
2026-07-10,西屯國安一期,新案場招租,二房型,關懷戶,39,0,130,169,0.0
2026-06-22,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,10,10,
2026-06-23,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,10,10,
2026-06-24,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,17,17,
2026-07-09,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,72,72,
2026-07-10,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,72,72,
2026-07-11,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,72,72,
2026-07-12,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,72,72,
2026-07-13,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,72,72,
2026-07-14,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,72,72,
2026-07-15,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,107,107,
2026-07-16,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,107,107,
2026-07-17,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,107,107,
2026-07-18,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,107,107,
2026-07-19,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,107,107,
2026-07-20,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,107,107,
2026-07-21,西屯國安一期,隨到隨辦,一房型,一般戶,0,0,124,124,
2026-07-22,西屯國安一期,隨到隨辦,一房型,一般戶,0,1,123,124,1.0
2026-07-23,西屯國安一期,隨到隨辦,一房型,一般戶,0,1,138,139,1.0
2026-06-22,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,5,5,
2026-06-23,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,5,5,
2026-06-24,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,8,8,
2026-07-09,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,21,21,
2026-07-10,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,21,21,
2026-07-11,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,21,21,
2026-07-12,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,21,21,
2026-07-13,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,21,21,
2026-07-14,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,21,21,
2026-07-15,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,24,24,
2026-07-16,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,24,24,
2026-07-17,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,24,24,
2026-07-18,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,24,24,
2026-07-19,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,24,24,
2026-07-20,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,24,24,
2026-07-21,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,29,29,
2026-07-22,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,29,29,
2026-07-23,西屯國安一期,隨到隨辦,一房型,關懷戶,0,0,37,37,
2026-06-22,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,2,2,
2026-06-23,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,2,2,
2026-06-24,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,2,2,
2026-07-09,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,7,7,
2026-07-10,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,7,7,
2026-07-11,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,7,7,
2026-07-12,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,7,7,
2026-07-13,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,7,7,
2026-07-14,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,7,7,
2026-07-15,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,11,11,
2026-07-16,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,11,11,
2026-07-17,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,11,11,
2026-07-18,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,11,11,
2026-07-19,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,11,11,
2026-07-20,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,11,11,
2026-07-21,西屯國安一期,隨到隨辦,三房型,一般戶,0,0,12,12,
2026-07-22,西屯國安一期,隨到隨辦,三房型,一般戶,0,1,11,12,1.0
2026-07-23,西屯國安一期,隨到隨辦,三房型,一般戶,0,1,13,14,1.0
2026-06-22,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,1,1,
2026-06-23,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,1,1,
2026-06-24,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,3,3,
2026-07-09,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,23,23,
2026-07-10,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,23,23,
2026-07-11,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,23,23,
2026-07-12,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,23,23,
2026-07-13,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,23,23,
2026-07-14,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,23,23,
2026-07-15,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,29,29,
2026-07-16,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,29,29,
2026-07-17,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,29,29,
2026-07-18,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,29,29,
2026-07-19,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,29,29,
2026-07-20,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,29,29,
2026-07-21,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,31,31,
2026-07-22,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,31,31,
2026-07-23,西屯國安一期,隨到隨辦,三房型,關懷戶,0,0,34,34,
2026-06-22,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,6,6,
2026-06-23,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,6,6,
2026-06-24,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,12,12,
2026-07-09,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,39,39,
2026-07-10,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,39,39,
2026-07-11,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,39,39,
2026-07-12,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,39,39,
2026-07-13,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,39,39,
2026-07-14,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,39,39,
2026-07-15,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,42,42,
2026-07-16,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,42,42,
2026-07-17,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,42,42,
2026-07-18,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,42,42,
2026-07-19,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,42,42,
2026-07-20,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,42,42,
2026-07-21,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,51,51,
2026-07-22,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,51,51,
2026-07-23,西屯國安一期,隨到隨辦,二房型,一般戶,0,0,59,59,
2026-06-22,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,6,6,
2026-06-23,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,6,6,
2026-06-24,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,9,9,
2026-07-09,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,32,32,
2026-07-10,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,32,32,
2026-07-11,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,32,32,
2026-07-12,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,32,32,
2026-07-13,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,32,32,
2026-07-14,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,32,32,
2026-07-15,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,41,41,
2026-07-16,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,41,41,
2026-07-17,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,41,41,
2026-07-18,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,41,41,
2026-07-19,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,41,41,
2026-07-20,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,41,41,
2026-07-21,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,47,47,
2026-07-22,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,47,47,
2026-07-23,西屯國安一期,隨到隨辦,二房型,關懷戶,0,0,56,56,
2026-06-22,豐原安康一期,隨到隨辦,一房型,一般戶,509,286,408,1203,0.3597484276729559
2026-06-23,豐原安康一期,隨到隨辦,一房型,一般戶,509,286,408,1203,0.3597484276729559
2026-06-24,豐原安康一期,隨到隨辦,一房型,一般戶,508,287,411,1206,0.3610062893081761
2026-07-09,豐原安康一期,隨到隨辦,一房型,一般戶,541,291,380,1212,0.3497596153846153
2026-07-10,豐原安康一期,隨到隨辦,一房型,一般戶,541,292,379,1212,0.3505402160864346
2026-07-11,豐原安康一期,隨到隨辦,一房型,一般戶,541,292,379,1212,0.3505402160864346
2026-07-12,豐原安康一期,隨到隨辦,一房型,一般戶,541,292,379,1212,0.3505402160864346
2026-07-13,豐原安康一期,隨到隨辦,一房型,一般戶,541,292,379,1212,0.3505402160864346
2026-07-14,豐原安康一期,隨到隨辦,一房型,一般戶,541,292,379,1212,0.3505402160864346
2026-07-15,豐原安康一期,隨到隨辦,一房型,一般戶,541,292,380,1213,0.3505402160864346
2026-07-16,豐原安康一期,隨到隨辦,一房型,一般戶,541,292,381,1214,0.3505402160864346
2026-07-17,豐原安康一期,隨到隨辦,一房型,一般戶,539,294,381,1214,0.3529411764705882
2026-07-18,豐原安康一期,隨到隨辦,一房型,一般戶,539,294,381,1214,0.3529411764705882
2026-07-19,豐原安康一期,隨到隨辦,一房型,一般戶,538,295,381,1214,0.354141656662665
2026-07-20,豐原安康一期,隨到隨辦,一房型,一般戶,538,295,381,1214,0.354141656662665
2026-07-21,豐原安康一期,隨到隨辦,一房型,一般戶,538,295,381,1214,0.354141656662665
2026-07-22,豐原安康一期,隨到隨辦,一房型,一般戶,538,295,381,1214,0.354141656662665
2026-07-23,豐原安康一期,隨到隨辦,一房型,一般戶,538,295,383,1216,0.35414165666266506
2026-06-22,豐原安康一期,隨到隨辦,一房型,關懷戶,215,147,214,576,0.4060773480662983
2026-06-23,豐原安康一期,隨到隨辦,一房型,關懷戶,215,147,214,576,0.4060773480662983
